[0.05282608695652171, 0.017681159420289857]
[0.08922619047619047, 0.08607142857142855]
[0.034576271186440584, 0.025564971751412365]
[0.018333333333333337, 0.053333333333333344]
[0.055, 0.025]
[0.05900000000000002, 0.11350000000000002]
[0.08, 0.02666666666666667]
[0.028988764044943768, 0.104943820224719]
[0.05499999999999999, 0.044285714285714296]
[0.04, 0.013333333333333334]
[0.04166666666666668, 0.056833333333333326]
[0.06310344827586203, 0.051379310344827595]
[0.03723404255319151, 0.056808510638297886]
[0.050769230769230775, 0.04846153846153847]
[0.037121212121212076, 0.07151515151515146]
[0.04193548387096776, 0.10967741935483871]
[0.065, 0.05]
[0.07, 0.055]
[0.04, 0.0375]
[0.08234567901234564, 0.06308641975308639]
[0.02805555555555557, 0.055277777777777794]
[0.056956521739130454, 0.06195652173913042]
[0.03230769230769231, 0.06538461538461539]
[0.0431818181818182, 0.04000000000000001]
[0.054901960784313725, 0.0347058823529412]
[0.078, 0.072]
[0.02686274509803923, 0.03176470588235296]
[0.12833333333333333, 0.20055555555555554]
[0.047272727272727286, 0.05045454545454547]
[0.0340703517587939, 0.08040201005025122]
[0.06111561866125749, 0.0396146044624746]
[0.05500000000000001, 0.0875]
[0.03666666666666667, 0.09733333333333334]
[0.04308571428571423, 0.0571428571428571]
[0.06542810985460425, 0.078481421647819]
[0.05161290322580645, 0.037741935483870975]
[0.05111111111111111, 0.0611111111111111]
[0.042307692307692324, 0.046666666666666676]
[0.028959999999999972, 0.11872000000000002]
[0.07253289473684207, 0.08207236842105257]
[0.04680000000000002, 0.06680000000000003]
[0.03666666666666667, 0.02666666666666667]
[0.04571428571428572, 0.05571428571428571]
[0.07562300319488827, 0.1753833865814695]
[0.055555555555555546, 0.07311111111111111]
[0.041770833333333306, 0.029270833333333326]
[0.051925925925925875, 0.11985185185185185]
[0.043396226415094365, 0.04660377358490564]
[0.030000000000000013, 0.02593750000000001]
[0.08249999999999999, 0.15500000000000003]
[0.06999999999999998, 0.054666666666666676]
[0.05727272727272728, 0.04818181818181819]
[0.025, 0.12000000000000001]
[0.06614285714285714, 0.052142857142857144]
[0.05229565217391297, 0.056626086956521667]
[0.03844444444444447, 0.042444444444444465]
[0.05483870967741938, 0.05645161290322583]
[0.0696803652968036, 0.14228310502283112]
[0.06, 0.04]
[0.06239436619718308, 0.06845070422535209]
[0.05443804034582125, 0.04265129682997107]
[0.032, 0.054000000000000006]
[0.04666666666666667, 0.06333333333333332]
[0.05764705882352941, 0.049411764705882356]
[0.07047445255474447, 0.05693430656934302]
[0.04846938775510201, 0.06887755102040813]
[0.048101265822784796, 0.08303797468354425]
[0.043333333333333335, 0.13]
[0.09333333333333337, 0.04833333333333334]
[0.04492063492063491, 0.03301587301587303]
[0.05111111111111111, 0.03333333333333334]
[0.07, 0.09500000000000001]
[0.05616666666666665, 0.03866666666666662]
[0.05900000000000002, 0.07450000000000004]
[0.05944444444444446, 0.07833333333333335]
[0.056723716381418, 0.07290953545232261]
[0.06560000000000002, 0.05320000000000002]
[0.0338888888888889, 0.07833333333333334]
[0.05000000000000001, 0.07]
[0.04357142857142858, 0.09214285714285717]
[0.04548387096774195, 0.06709677419354841]
[0.05510416666666662, 0.11541666666666661]
[0.08, 0.02]
[0.05800000000000001, 0.194]
[0.050909090909090904, 0.07818181818181819]
[0.054166666666666675, 0.02]
[0.08486486486486483, 0.0527027027027027]
[0.05555555555555555, 0.03333333333333333]
[0.05181818181818185, 0.054242424242424266]
[0.05797468354430377, 0.07658227848101265]
[0.049999999999999996, 0.1075]
[0.032416107382550303, 0.02744966442953016]
[0.031272084805653654, 0.09328621908127209]
[0.035, 0.02]
[0.06, 0.023333333333333334]
[0.06307692307692309, 0.09384615384615386]
[0.09372881355932206, 0.11915254237288135]
[0.07812500000000003, 0.058437500000000024]
[0.04464285714285715, 0.08821428571428573]
[0.04666666666666667, 0.11]
[0.06598425196850388, 0.03929133858267713]
[0.05140624999999997, 0.08593749999999997]
[0.03, 0.016]
[0.08999999999999998, 0.08076923076923077]
[0.08657142857142855, 0.052285714285714276]
[0.04979166666666667, 0.04687499999999999]
[0.038944444444444386, 0.06251851851851851]
[0.045, 0.02]
[0.04071428571428568, 0.013265306122448986]
[0.046097560975609735, 0.11963414634146342]
[0.04697368421052626, 0.03157894736842102]
[0.042444444444444465, 0.08377777777777774]
[0.060000000000000005, 0.04375000000000001]
[0.06324324324324325, 0.11513513513513512]
[0.043000000000000003, 0.039999999999999994]
[0.09666666666666668, 0.08666666666666667]
[0.06, 0.045]
[0.05597938144329895, 0.0862886597938144]
[0.04207865168539318, 0.024719101123595467]
[0.02932885906040272, 0.06068072866730594]
[0.06463268365817089, 0.05653673163418294]
[0.04000000000000001, 0.04374999999999999]
[0.04199999999999998, 0.03476923076923078]
[0.06285714285714286, 0.10928571428571429]
[0.06312500000000001, 0.05437500000000001]
[0.03, 0.044]
[0.04412054120541205, 0.05848708487084868]
[0.05, 0.07]
[0.06333333333333334, 0.045000000000000005]
[0.08260869565217395, 0.14695652173913046]
[0.10888888888888888, 0.04777777777777777]
[0.04154385964912268, 0.09108771929824559]
[0.035499999999999976, 0.043687499999999935]
[0.01, 0.08]
[0.04153846153846154, 0.12876923076923072]
[0.04613138686131384, 0.04817518248175178]
[0.07453608247422673, 0.07099656357388312]
[0.06050000000000002, 0.05675000000000001]
[0.06333333333333334, 0.049999999999999996]
[0.035384615384615396, 0.08730769230769232]
[0.07500000000000001, 0.055]
[0.03463414634146343, 0.0802439024390244]
[0.08582644628099168, 0.054173553719008206]
[0.05601092896174858, 0.1395081967213115]
[0.044624999999999915, 0.05796874999999992]
[0.05434782608695651, 0.07695652173913041]
[0.08379699248120297, 0.043759398496240505]
[0.03519685039370076, 0.1533070866141732]
[0.08261744966442955, 0.06664429530201338]
[0.02842857142857145, 0.06928571428571426]
[0.06666666666666667, 0.016666666666666666]
[0.06800000000000002, 0.09257142857142855]
[0.06461538461538459, 0.13923076923076924]
[0.06285714285714286, 0.04428571428571428]
[0.09361233480176205, 0.09634361233480164]
[0.032, 0.10800000000000001]
[0.05000000000000001, 0.01]
[0.059722222222222204, 0.08159722222222218]
[0.03890909090909087, 0.0406363636363636]
[0.045, 0.05]
[0.10750000000000003, 0.13625]
[0.04333333333333335, 0.06666666666666667]
[0.06159999999999998, 0.07100000000000001]
[0.05456431535269704, 0.029004149377593293]
[0.07789473684210527, 0.030526315789473693]
[0.04179487179487181, 0.05102564102564105]
[0.05636363636363639, 0.10454545454545454]
[0.045384615384615384, 0.014615384615384617]
[0.0397777777777778, 0.04866666666666668]
[0.058571428571428594, 0.03142857142857143]
[0.04480000000000001, 0.04080000000000001]
[0.06432432432432429, 0.09189189189189188]
[0.06057142857142855, 0.04874285714285711]
[0.05666666666666667, 0.14722222222222223]
[0.07923076923076923, 0.15]
[0.04, 0.08285714285714285]
[0.07999999999999999, 0.086]
[0.046470588235294145, 0.08499999999999999]
[0.034999999999999996, 0.07666666666666666]
[0.049480519480519444, 0.030129870129870145]
[0.09000000000000001, 0.10941176470588238]
[0.06493150684931505, 0.05]
[0.04864864864864867, 0.047567567567567595]
[0.03916666666666666, 0.10416666666666669]
[0.036153846153846154, 0.06538461538461539]
[0.04462057335581808, 0.19198988195615568]
[0.08, 0.06]
[0.07888888888888891, 0.027777777777777776]
[0.04692307692307694, 0.03961538461538462]
[0.026774193548387105, 0.05677419354838711]
[0.06090909090909092, 0.037272727272727284]
[0.06375, 0.04125]
[0.09027397260273974, 0.11849315068493144]
[0.055, 0.005]
[0.10300000000000002, 0.045500000000000006]
[0.06374545454545448, 0.054581818181818155]
[0.05966887417218538, 0.02596026490066223]
[0.05, 0.08]
[0.05, 0.02]
[0.05999999999999999, 0.054000000000000006]
[0.05814814814814818, 0.15185185185185185]
[0.08000000000000002, 0.09702702702702704]
[0.07390243902439027, 0.03048780487804879]
[0.04861027190332319, 0.07797583081570994]
[0.06133333333333336, 0.05466666666666669]
[0.04842105263157897, 0.04736842105263159]
[0.059803921568627454, 0.04176470588235293]
[0.05428571428571429, 0.05047619047619048]
[0.060588235294117644, 0.03784313725490198]
[0.05620689655172416, 0.028275862068965527]
[0.09541666666666665, 0.07812499999999999]
[0.035, 0.02]
[0.095, 0.055]
[0.05074324324324316, 0.02206081081081075]
[0.029090909090909098, 0.05000000000000002]
[0.05034782608695649, 0.027826086956521712]
[0.062158154859967035, 0.05429983525535426]
[0.041229946524064136, 0.058930481283422445]
[0.08280000000000001, 0.04880000000000001]
[0.0825, 0.0025]
[0.06739247311827948, 0.041720430107526754]
[0.07029411764705884, 0.09647058823529409]
[0.03625000000000001, 0.16458333333333333]
[0.02, 0.07]
[0.03922619047619043, 0.05023809523809517]
[0.07, 0.04]
[0.05687499999999998, 0.07593749999999998]
[0.04436619718309856, 0.06225352112676051]
[0.045263157894736845, 0.06473684210526316]
[0.0648275862068965, 0.04503448275862066]
[0.04733333333333334, 0.03822222222222224]
[0.03666666666666668, 0.049166666666666685]
[0.1525, 0.08249999999999999]
[0.05928994082840233, 0.24473372781065114]
[0.0627573529411764, 0.08536764705882345]
[0.057458563535911576, 0.0656906077348066]
[0.05128571428571427, 0.06699999999999998]
[0.05185185185185185, 0.05425925925925922]
[0.04597014925373134, 0.1282089552238806]
[0.036250000000000004, 0.08562500000000002]
[0.09489898989898986, 0.108080808080808]
[0.07765957446808511, 0.04340425531914894]
[0.0675, 0.09000000000000001]
[0.03695999999999996, 0.03087999999999997]
[0.05142857142857143, 0.058571428571428566]
[0.032, 0.07800000000000001]
[0.03673913043478263, 0.03478260869565219]
[0.03874999999999999, 0.07112499999999998]
[0.04461538461538462, 0.12692307692307694]
[0.04117647058823526, 0.1388235294117647]
[0.07875000000000001, 0.06750000000000002]
[0.05, 0.03]
[0.10600000000000001, 0.054000000000000006]
[0.0548936170212766, 0.04212765957446804]
[0.04499999999999999, 0.04575757575757576]
[0.06, 0.05]
[0.05655172413793102, 0.040517241379310336]
[0.04869565217391307, 0.04086956521739131]
[0.046043956043956016, 0.08868131868131866]
[0.058750000000000024, 0.07333333333333333]
[0.07128205128205121, 0.056602564102564035]
[0.078, 0.06650000000000002]
[0.039104477611940296, 0.07925373134328356]
[0.04, 0.04]
[0.03181818181818176, 0.061550802139037394]
[0.03854166666666668, 0.03437500000000002]
[0.05308641975308639, 0.0650617283950617]
[0.03437500000000001, 0.05999999999999997]
[0.08520874751491045, 0.03679920477137167]
[0.07257142857142856, 0.0262857142857143]
[0.03960629921259839, 0.0459842519685039]
[0.0702857142857143, 0.08885714285714287]
[0.1, 0.0647058823529412]
[0.03931506849315069, 0.02136986301369864]
[0.05917355371900823, 0.07082644628099172]
[0.10189542483660144, 0.1133169934640524]
[0.05924528301886784, 0.0761215932914045]
[0.037500000000000006, 0.06850000000000002]
[0.04009118541033427, 0.0830395136778115]
[0.04617079889807149, 0.04876033057851232]
[0.045714285714285714, 0.20000000000000004]
[0.04617021276595747, 0.045531914893617034]
[0.06249999999999999, 0.03875]
[0.06818181818181819, 0.19454545454545455]
[0.05393305439330534, 0.07424686192468626]
[0.06454545454545452, 0.1059090909090909]
[0.04829268292682922, 0.06819512195121943]
[0.047, 0.064]
[0.05, 0.04]
[0.038, 0.038]
[0.03266666666666667, 0.0986666666666667]
[0.07361702127659575, 0.03382978723404257]
[0.05111111111111112, 0.052222222222222225]
[0.03966666666666669, 0.04733333333333335]
[0.038571428571428576, 0.02857142857142857]
[0.059375000000000025, 0.05500000000000002]
[0.045000000000000005, 0.0375]
[0.07299999999999994, 0.03707999999999993]
[0.037931034482758634, 0.11517241379310343]
[0.08809302325581386, 0.11511627906976749]
[0.03551724137931036, 0.044482758620689664]
[0.04346613545816731, 0.17227091633466138]
[0.05627906976744181, 0.07449612403100771]
[0.06780487804878049, 0.030243902439024407]
[0.06414012738853497, 0.03407643312101908]
[0.038571428571428576, 0.045714285714285714]
[0.07126811594202892, 0.022499999999999923]
[0.022500000000000003, 0.054375000000000014]
[0.06818181818181819, 0.08363636363636365]
[0.08083333333333334, 0.0947222222222222]
[0.06077380952380947, 0.06797619047619038]
[0.06485207100591711, 0.054911242603550216]
[0.07, 0.035]
[0.038139534883720946, 0.023023255813953494]
[0.08350877192982456, 0.10771929824561403]
[0.05941176470588235, 0.029411764705882353]
[0.03380952380952381, 0.1280952380952381]
[0.03875, 0.051250000000000004]
[0.05333333333333333, 0.14555555555555555]
[0.05499999999999999, 0.06380952380952382]
[0.06308333333333328, 0.07650000000000003]
[0.045555555555555564, 0.03555555555555557]
[0.05535714285714284, 0.03357142857142859]
[0.057272727272727274, 0.05909090909090909]
[0.05523437499999995, 0.06289062499999998]
[0.054571428571428604, 0.03485714285714287]
[0.03, 0.030000000000000002]
[0.07875000000000001, 0.05950000000000001]
[0.049999999999999996, 0.045000000000000005]
[0.07167487684729057, 0.024778325123152672]
[0.034999999999999996, 0.045]
[0.042499999999999996, 0.055]
[0.08181818181818182, 0.06272727272727273]
[0.02, 0.06]
[0.03, 0.03]
[0.05142222222222218, 0.08066666666666665]
[0.07064516129032258, 0.058387096774193556]
[0.076030303030303, 0.035272727272727136]
[0.049999999999999996, 0.05333333333333334]
[0.06486486486486487, 0.04216216216216218]
[0.06409836065573772, 0.07655737704918034]
[0.06499999999999999, 0.04285714285714286]
[0.0747058823529412, 0.021176470588235293]
[0.0225, 0.04]
[0.04736842105263159, 0.05263157894736843]
[0.05290155440414505, 0.04870466321243517]
[0.0542783505154639, 0.04350515463917518]
[0.04416666666666667, 0.034166666666666665]
[0.06728395061728391, 0.02592592592592593]
[0.07255319148936169, 0.04489361702127661]
[0.06310861423220966, 0.04078651685393251]
[0.0604, 0.0768]
[0.04086956521739132, 0.1]
[0.043492063492063436, 0.08534391534391532]
[0.030000000000000002, 0.035]
[0.035882352941176476, 0.03941176470588236]
[0.0625, 0.03846153846153848]
[0.04539473684210523, 0.042105263157894715]
[0.04101503759398489, 0.05597744360902246]
[0.03823529411764707, 0.0611764705882353]
[0.07166666666666667, 0.05000000000000001]
[0.047575757575757584, 0.04333333333333333]
[0.10500000000000001, 0.0275]
[0.055, 0.08333333333333333]
[0.1108695652173913, 0.09608695652173915]
[0.0792063492063492, 0.07206349206349207]
[0.06, 0.05]
[0.02888888888888889, 0.03888888888888889]
[0.05899999999999998, 0.041375]
[0.04008849557522122, 0.03530973451327429]
[0.0674651162790697, 0.03518604651162781]
[0.05222222222222222, 0.05555555555555555]
[0.055000000000000014, 0.052307692307692326]
[0.0668965517241379, 0.0651724137931034]
[0.0303896103896104, 0.04896103896103895]
[0.06, 0.05600000000000001]
[0.07375000000000001, 0.058125000000000024]
[0.08, 0.09166666666666667]
[0.05333333333333334, 0.11666666666666665]
[0.025, 0.015]
[0.015, 0.06375000000000001]
[0.05100000000000001, 0.04450000000000002]
[0.030000000000000006, 0.018]
[0.060454545454545476, 0.05090909090909091]
[0.060112359550561795, 0.1038202247191011]
[0.03833333333333334, 0.04166666666666668]
[0.023476044852191746, 0.1432313965341488]
[0.047230769230769215, 0.04476923076923076]
[0.04644444444444447, 0.07999999999999999]
[0.037, 0.04]
[0.068, 0.10600000000000001]
[0.08144444444444443, 0.055222222222222186]
[0.057297297297297274, 0.055810810810810775]
[0.041960784313725435, 0.06967320261437908]
[0.0946318799142242, 0.07889921372408865]
[0.05655172413793097, 0.16891625615763553]
[0.04336363636363631, 0.05263636363636361]
[0.1075, 0.05]
[0.05166666666666669, 0.06433333333333334]
[0.039146341463414586, 0.03231707317073165]
[0.08297297297297297, 0.034864864864864877]
[0.04416789396170834, 0.05144329896907214]
[0.06904761904761905, 0.06238095238095239]
[0.0631818181818182, 0.09272727272727273]
[0.025, 0.03]
[0.14, 0.07]
[0.044090909090909104, 0.0831818181818182]
[0.016666666666666666, 0.19333333333333333]
[0.0675, 0.035]
[0.03125, 0.041249999999999995]
[0.030549450549450546, 0.07340659340659339]
[0.08506756756756756, 0.09945945945945943]
[0.05153846153846154, 0.08230769230769232]
[0.1, 0.03]
[0.040000000000000015, 0.03513513513513515]
[0.04359999999999998, 0.044266666666666656]
[0.04076923076923079, 0.029615384615384623]
[0.04280898876404492, 0.0389887640449438]
[0.016666666666666666, 0.07833333333333332]
[0.0675, 0.16999999999999998]
[0.06575000000000002, 0.025250000000000005]
[0.03753623188405797, 0.06275362318840579]
[0.07559999999999999, 0.0516]
[0.09352941176470589, 0.03529411764705884]
[0.09829131652661058, 0.05378151260504192]
[0.049999999999999996, 0.045]
[0.0931111111111111, 0.13933333333333328]
[0.04, 0.061666666666666675]
[0.09048387096774191, 0.05520161290322568]
[0.035, 0.025]
[0.0852577319587629, 0.11391752577319583]
[0.052857142857142866, 0.05285714285714286]
[0.045454545454545456, 0.10363636363636365]
[0.03, 0.01]
[0.07, 0.07999999999999999]
[0.028000000000000004, 0.054000000000000006]
[0.0575, 0.13]
[0.05249999999999997, 0.06049999999999998]
[0.048, 0.039999999999999994]
[0.05, 0.088]
[0.031891891891891906, 0.021351351351351362]
[0.06, 0.08499999999999999]
[0.06371428571428574, 0.07742857142857144]
[0.07666666666666667, 0.1366666666666667]
[0.068, 0.06500000000000002]
[0.029000000000000005, 0.06000000000000001]
[0.03894736842105264, 0.04105263157894737]
[0.08625000000000001, 0.16124999999999998]
[0.056395348837209286, 0.07511627906976741]
[0.06733333333333333, 0.05533333333333334]
[0.06300000000000001, 0.06000000000000001]
[0.048, 0.11000000000000001]
[0.08, 0.015]
[0.04885714285714284, 0.07528571428571425]
[0.09, 0.09250000000000001]
[0.06333333333333332, 0.045555555555555544]
[0.05009049773755645, 0.08131221719457013]
[0.05636363636363637, 0.05272727272727274]
[0.04, 0.08]
[0.03, 0.09666666666666668]
[0.04941798941798937, 0.1814021164021164]
[0.01, 0.08]
[0.04416666666666667, 0.23083333333333333]
[0.032882352941176425, 0.08294117647058818]
[0.03571428571428571, 0.044285714285714296]
[0.07000000000000002, 0.05081081081081083]
[0.0325, 0.035]
[0.06, 0.05]
[0.061111111111111116, 0.07777777777777778]
[0.02, 0.07]
[0.03368098159509195, 0.1396932515337422]
[0.11, 0.03666666666666667]
[0.045000000000000005, 0.03666666666666667]
[0.047, 0.055999999999999994]
[0.040555555555555574, 0.04166666666666668]
[0.04833333333333333, 0.05916666666666667]
[0.05125, 0.16625]
[0.05400000000000001, 0.16519999999999999]
[0.04000000000000001, 0.05916666666666667]
[0.0672727272727273, 0.0387878787878788]
[0.04, 0.025]
[0.03611111111111112, 0.06666666666666668]
[0.078, 0.078]
[0.03867346938775495, 0.07704081632653063]
[0.05000000000000001, 0.06577777777777778]
[0.03764705882352942, 0.11823529411764705]
[0.1275, 0.0675]
[0.03, 0.07]
[0.05156862745098039, 0.06941176470588234]
[0.06625, 0.101875]
[0.03, 0.01]
[0.08484848484848485, 0.10121212121212124]
[0.071, 0.077]
[0.057499999999999996, 0.06349999999999997]
[0.10666666666666667, 0.04]
[0.05791262135922323, 0.0401941747572815]
[0.077, 0.048]
[0.047500000000000014, 0.025625000000000002]
[0.04, 0.02]
[0.09333333333333334, 0.08]
[0.06119999999999998, 0.038599999999999954]
[0.03580000000000001, 0.06120000000000001]
[0.10224489795918366, 0.09020408163265306]
[0.053333333333333344, 0.05555555555555555]
[0.0803846153846154, 0.24346153846153845]
[0.06333333333333334, 0.09000000000000001]
[0.02333333333333333, 0.03666666666666667]
[0.03333333333333333, 0.05666666666666667]
[0.06687499999999999, 0.10515624999999997]
[0.05687500000000001, 0.046250000000000006]
[0.06799999999999999, 0.118]
[0.025, 0.04]
[0.08, 0.055]
[0.04461538461538462, 0.04000000000000001]
[0.0625, 0.04875]
[0.066, 0.072]
[0.056666666666666664, 0.03666666666666667]
[0.022375000000000016, 0.026250000000000016]
[0.05399999999999999, 0.092]
[0.08, 0.135]
[0.04516949152542366, 0.08533898305084742]
[0.07, 0.030000000000000002]
[0.026296296296296304, 0.07814814814814816]
[0.0480487804878049, 0.10902439024390244]
[0.04, 0.11]
[0.02, 0.09]
